web-scraper-order,url,name,imgSrc,ratecount,description,pricTag
1619774291-4532,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=12&pricing=all&requirements=off&sort_by=relevance,Popcorn Replay Customer Visits,https://cdn.shopify.com/app-store/listing_images/34ac85e082948eb48a82bf4d7dc1a681/icon/CLH/9bfW5O8CEAE=.png?height=72&width=72,152,Watch your customers in action. Replay session recordings.,Free to install
1619774312-4686,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=5&pricing=all&requirements=off&sort_by=relevance,Etsy Marketplace Integration,https://cdn.shopify.com/app-store/listing_images/2fa150931ca28a5ed6a17dc69c40477b/icon/CNLtvLz0lu8CEAE=.png?height=72&width=72,659,"Easily manage listings, inventory, orders & more on Etsy.com",Free plan available
1619774111-3100,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=71&pricing=all&requirements=off&sort_by=relevance,Voyager Upsell & Cross?Sell,https://cdn.shopify.com/app-store/listing_images/35e24f9da8407a6b601c0624429ca980/icon/CLu03bf0lu8CEAE=.png?height=72&width=72,508,Skyrocket your sales with powerful and user friendly upsells,7-day free trial
1619774267-4321,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=20&pricing=all&requirements=off&sort_by=relevance,Fast Checkout In One Click,https://cdn.shopify.com/app-store/listing_images/29bf76f7052713bff836f098d6f670ab/icon/CNSGo8j0lu8CEAE=.png?height=72&width=72,400,Pass Add To Cart direct to checkout! Buy Now button animation.,Free plan available
1619774123-3197,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=67&pricing=all&requirements=off&sort_by=relevance,Bold Discounts ? The Sale App,https://cdn.shopify.com/app-store/listing_images/04f1aaa1c85e5b888d25533b55e861bf/icon/CKPd7dj0lu8CEAE=.png?height=72&width=72,1184,"Storewide sales, discount, flash-sales, & scheduled sales",14-day free trial
1619774261-4286,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=22&pricing=all&requirements=off&sort_by=relevance,Schema Plus for SEO,https://cdn.shopify.com/app-store/listing_images/e1548ddee303ba520aa7e5ad46d5083a/icon/CI2q/930lu8CEAE=.png?height=72&width=72,123,Schema for Rich Snippets: increases SEO and Google rankings,7-day free trial
1619774318-4746,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=3&pricing=all&requirements=off&sort_by=relevance,Cozy AntiTheft,https://cdn.shopify.com/app-store/listing_images/e5e370109cacc4bb3cda48b45f37a86b/icon/CNu9irf0lu8CEAE=.png?height=72&width=72,604,"Disable right click, Protects Stores Images, Text copy & paste",Free
1619774318-4738,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=3&pricing=all&requirements=off&sort_by=relevance,Shopify Chat,https://cdn.shopify.com/app-store/listing_images/5c413ee331721e49374ce06d0a7edc1b/icon/CLbXqLL0lu8CEAE=.png?height=72&width=72,261,Use the power of live chat to grow your business,Free
1619774249-4196,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=26&pricing=all&requirements=off&sort_by=relevance,Swap Photo Editor,https://cdn.shopify.com/app-store/listing_images/29372f61f79d9f5b0856dd418a6a0f41/icon/CPGWxcj0lu8CEAE=.png?height=72&width=72,208,"Edit your photos, add stickers, remove backgrounds and more!",Free plan available
1619774167-3543,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=53&pricing=all&requirements=off&sort_by=relevance,Globo Sticky Add To Cart,https://cdn.shopify.com/app-store/listing_images/1a0542b10683867c0dee41356f5cbf07/icon/CMqCx830lu8CEAE=.png?height=72&width=72,145,"Boost sales with sticky Add To Cart, Skip the cart page",Free plan available
1619774294-4548,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=11&pricing=all&requirements=off&sort_by=relevance,Apliiq ? Print On Demand,https://cdn.shopify.com/app-store/listing_images/0fd2c36379117fa070c3c399a92b5214/icon/CPGFyMH0lu8CEAE=.png?height=72&width=72,232,The Only App To Properly Brand Apparel Products (Woven Labels),Free to install
1619774151-3421,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=58&pricing=all&requirements=off&sort_by=relevance,Bulk Discount & Sales Manager,https://cdn.shopify.com/app-store/listing_images/fdc2b858fbfda05a90c6b23c0c8665c2/icon/CPPm0t70lu8CEAE=.jpg?height=72&quality=90&width=72,216,"Product Discount, Scheduled Sales, Flash Sale, Storewide Sales",Free plan available
1619774239-4114,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=29&pricing=all&requirements=off&sort_by=relevance,Cool Image Magnifier ? Zoom,https://cdn.shopify.com/app-store/listing_images/8b35b6465c62e054e54f2c5ba54d7765/icon/CKCW4730lu8CEAE=.png?height=72&width=72,349,"The #1 zoom app, a magnifying-glass for your product images",30-day free trial
1619774246-4173,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=27&pricing=all&requirements=off&sort_by=relevance,EasyLockdown ? Wholesale Locks,https://cdn.shopify.com/app-store/listing_images/922a4cbce92b66d649303b59976716a0/icon/CK7kl9z0lu8CEAE=.png?height=72&width=72,156,Restrict access to content. Hide price. Wholesale lock.,7-day free trial
1619774114-3122,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=70&pricing=all&requirements=off&sort_by=relevance,ProductPro,https://cdn.shopify.com/app-store/listing_images/ad2b01250cf42da63f44c1956a446514/icon/CNCqv7z0lu8CEAE=.jpg?height=72&quality=90&width=72,102,USA Dropship Products & Suppliers,Free plan available
1619774264-4314,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=21&pricing=all&requirements=off&sort_by=relevance,JetPrint: All Print On Demand,https://cdn.shopify.com/app-store/listing_images/40aba1cc1873e64df90f84ba8ff63c97/icon/CNipsuP0lu8CEAE=.png?height=72&width=72,172,"Print 200+ Custom Shoes, Watches, AOP Clothes By Own Factories",Free
1619774298-4561,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=10&pricing=all&requirements=off&sort_by=relevance,Gorgias ? Live Chat & Helpdesk,https://cdn.shopify.com/app-store/listing_images/d783d0d0ded4ab7a13c20f47533819a3/icon/CK/9gcL0lu8CEAE=.png?height=72&width=72,447,Centralize all your customer service channels in one place,7-day free trial
1619774324-4783,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=1&pricing=all&requirements=off&sort_by=relevance,Loox Product Reviews & Photos,https://cdn.shopify.com/app-store/listing_images/252ae7c55fa0e8a35df7f6ff3c8c1596/icon/CPLp1Kb0lu8CEAE=.jpg?height=72&quality=90&width=72,6798,"Product Reviews App - Photo Reviews, Ratings, Referrals & UGC",14-day free trial
1619774273-4385,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=18&pricing=all&requirements=off&sort_by=relevance,Dynamic Product Options,https://cdn.shopify.com/app-store/listing_images/f0c6fc5eabe2a32b04d6dccd0fce4540/icon/CLCum8L0lu8CEAE=.png?height=72&width=72,184,The ultimate app to manage custom options & price calculators,15-day free trial
1619774315-4720,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=4&pricing=all&requirements=off&sort_by=relevance,QuickBooks Online,https://cdn.shopify.com/app-store/listing_images/a9755168ba32bb3e7fa95c947d11069e/icon/CID2orP0lu8CEAE=.png?height=72&width=72,355,"Save time & money, integrate your store with QuickBooks Online",Free
1619774309-4675,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=6&pricing=all&requirements=off&sort_by=relevance,Syncee ? Global Dropshipping,https://cdn.shopify.com/app-store/listing_images/11cd82222ec200d157d090ad1a3f5b91/icon/CMK89t70lu8CEAE=.png?height=72&width=72,611,"US/CA/EU/UK/AU Products, Alibaba Dropship, DataFeed Manager",Free
1619774312-4704,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=5&pricing=all&requirements=off&sort_by=relevance,Kiwi Size Chart & Recommender,https://cdn.shopify.com/app-store/listing_images/d3885e152c3d7c1a0526f5f916b5d61e/icon/CJDcxMP0lu8CEAE=.png?height=72&width=72,573,Increase sales with fit recommender and stylish size charts,Free plan available
1619774203-3817,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=41&pricing=all&requirements=off&sort_by=relevance,Wholesale2b Dropshipping,https://cdn.shopify.com/app-store/listing_images/d4245bfd2c08f21d10221ea23c1ef4e5/icon/CPvRxcP0lu8CEAE=.jpg?height=72&quality=90&width=72,146,"Import Thousands of Dropship Products, Synch Orders & Tracking",7-day free trial
1619774255-4234,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=24&pricing=all&requirements=off&sort_by=relevance,Parex Bridge for Xero,https://cdn.shopify.com/app-store/listing_images/c57d4938e94f6d9175256fd2c916f498/icon/CJeBltDdoPACEAE=.png?height=72&width=72,105,Integrate your sales data to your Xero account with ease,7-day free trial
1619774315-4727,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=4&pricing=all&requirements=off&sort_by=relevance,Point of Sale,https://cdn.shopify.com/app-store/listing_images/a53cf2ce9b5dabf5dd222b3615c29569/icon/CPXdk7L0lu8CEAE=.png?height=72&width=72,185,Unify online and in-person sales.,Free plan available
1619774249-4183,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=26&pricing=all&requirements=off&sort_by=relevance,KartDiscount ? Coupon on Cart,https://cdn.shopify.com/app-store/listing_images/ee10984995f277dec0578541c4e620a2/icon/CJa1urX0lu8CEAE=.jpg?height=72&quality=90&width=72,101,"Features: Stack Discount, Multiple Automatic Discount & Popups",From $4.90/month
1619774200-3811,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=42&pricing=all&requirements=off&sort_by=relevance,Minifier SEO Image Optimizer,https://cdn.shopify.com/app-store/listing_images/39dd4b1e8eecca471f47c9f21c356114/icon/CMD359P0lu8CEAE=.jpg?height=72&quality=90&width=72,591,"Image compression, alt tag and file name optimization",From $49/year
1619774287-4507,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=13&pricing=all&requirements=off&sort_by=relevance,Order Delivery Date,https://cdn.shopify.com/app-store/listing_images/568eee7424b5f70382db5178dd815f6a/icon/CMTw3rn0lu8CEAE=.jpg?height=72&quality=90&width=72,387,Let customer choose their order delivery date or store pickup,Free plan available
1619774261-4278,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=22&pricing=all&requirements=off&sort_by=relevance,Shipping Address Validator,https://cdn.shopify.com/app-store/listing_images/47694bcc580db734557159405f8a95e2/icon/COa0mLH0lu8CEAE=.png?height=72&width=72,152,Address verification to crush delivery failures and delays!,Free to install
1619774304-4626,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=8&pricing=all&requirements=off&sort_by=relevance,PayWhirl Subscription Payments,https://cdn.shopify.com/app-store/listing_images/30abf5874699cb1609bd85dafb7f6aca/icon/CPKloLP0lu8CEAE=.png?height=72&width=72,138,Sell subscriptions and offer recurring payments to customers,Free plan available
1619774276-4410,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=17&pricing=all&requirements=off&sort_by=relevance,MassFulfill,https://cdn.shopify.com/app-store/listing_images/1ed5720ee8d7fcc595b2f1b4879e20da/icon/CJzj6rf0lu8CEAE=.jpg?height=72&quality=90&width=72,121,Fulfill your orders or line items automatically from a file,Free
1619774318-4747,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=3&pricing=all&requirements=off&sort_by=relevance,Buy Button channel,https://cdn.shopify.com/app-store/listing_images/5076396ac61bba417a451577630ddc08/icon/CJKNxc70lu8CEAE=.png?height=72&width=72,315,Sell your products on any website or blog.,Free
1619774315-4705,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=4&pricing=all&requirements=off&sort_by=relevance,EPROLO?Dropshipping & Branding,https://cdn.shopify.com/app-store/listing_images/cd5127a9a1c9c3e8f3f2a3711cae93d8/icon/CKPnmLL0lu8CEAE=.png?height=72&width=72,892,Your Reliable Dropshipping Partner & Sourcing Agent  in China,Free
1619774312-4696,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=5&pricing=all&requirements=off&sort_by=relevance,Lucky Orange Heatmaps & Replay,https://cdn.shopify.com/app-store/listing_images/6347e264c8d3e24d7b2e8687c58213a8/icon/CInbubH0lu8CEAE=.png?height=72&width=72,634,"10 apps to grow sales with recordings, heat maps, chat & more",Free plan available
1619774233-4070,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=31&pricing=all&requirements=off&sort_by=relevance,Bespoke Shipping,https://cdn.shopify.com/app-store/listing_images/2eb5eb8105d77d0a56ca5c0e08aab1e3/icon/CMnLlLP0lu8CEAE=.png?height=72&width=72,156,Shipping supercharged,7-day free trial
1619774315-4713,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=4&pricing=all&requirements=off&sort_by=relevance,Oberlo ? Dropshipping App,https://cdn.shopify.com/app-store/listing_images/b1983a5240f536f4369a3e5861489e9c/icon/CLfg4bj0lu8CEAE=.png?height=72&width=72,2400,Find products to sell on Shopify,Free plan available
1619774285-4484,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=14&pricing=all&requirements=off&sort_by=relevance,FeedAPIs For Bing Shopping /MS,https://cdn.shopify.com/app-store/listing_images/49be96620f11c9325710ded0ce11f2fd/icon/CNOHuaz0lu8CEAE=.jpg?height=72&quality=90&width=72,284,Bing Shopping Feed for Microsoft Advertising,21-day free trial
1619774191-3725,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=45&pricing=all&requirements=off&sort_by=relevance,Smart Wishlist,https://cdn.shopify.com/app-store/listing_images/41452eb23dbf365861e8b13b6a242e00/icon/CLnGj770lu8CEAE=.png?height=72&width=72,129,The Fastest Wishlist App,60-day free trial
1619774298-4569,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=10&pricing=all&requirements=off&sort_by=relevance,Drag & Drop PDF Invoice,https://cdn.shopify.com/app-store/listing_images/9cb39e0f9916c0168cad9e2ad5eda1e3/icon/CIqe8NP0lu8CEAE=.png?height=72&width=72,117,"Create & print PDF Invoices, Orders, Refunds, Packing Slips",Free
1619774309-4679,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=6&pricing=all&requirements=off&sort_by=relevance,Spin Wheel Pop ups Email Popup,https://cdn.shopify.com/app-store/listing_images/48960e9db0ec3b82fdcc43a9da970299/icon/CP/inJbbw+8CEAE=.png?height=72&width=72,627,Spin the Wheel Email Pop ups Discounts Email Wheelio alt Popup,Free plan available
1619774141-3358,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=61&pricing=all&requirements=off&sort_by=relevance,Return Magic,https://cdn.shopify.com/app-store/listing_images/b63e8d67fce54126cf743600c676dc5e/icon/CNXAi8f0lu8CEAE=.png?height=72&width=72,113,Top-rated return solution. Make your returns magical!,30-day free trial
